commit_hash,date,author,filepath,lines_added,lines_deleted,net_change,file_type
0186ec1,"refactor: Migrate core datasets, analysis, and admin functionality to the new process mining feature structure.",Naman Agarwal,backend/src/domains/analysis/services/predictions/service.py,0,243,-243,py
0186ec1,"refactor: Migrate core datasets, analysis, and admin functionality to the new process mining feature structure.",Naman Agarwal,backend/src/domains/analysis/services/simulation/__init__.py,0,13,-13,py
0186ec1,"refactor: Migrate core datasets, analysis, and admin functionality to the new process mining feature structure.",Naman Agarwal,backend/src/domains/analysis/services/simulation/service.py,0,175,-175,py
0186ec1,"refactor: Migrate core datasets, analysis, and admin functionality to the new process mining feature structure.",Naman Agarwal,backend/src/domains/analysis/services/visualization/__init__.py,0,13,-13,py
0186ec1,"refactor: Migrate core datasets, analysis, and admin functionality to the new process mining feature structure.",Naman Agarwal,backend/src/domains/analysis/services/visualization/service.py,0,92,-92,py
0186ec1,"refactor: Migrate core datasets, analysis, and admin functionality to the new process mining feature structure.",Naman Agarwal,backend/src/domains/analysis/tasks/__init__.py,0,9,-9,py
0186ec1,"refactor: Migrate core datasets, analysis, and admin functionality to the new process mining feature structure.",Naman Agarwal,backend/src/{domains => features/process_mining}/datasets/README.md,0,0,0,md
0186ec1,"refactor: Migrate core datasets, analysis, and admin functionality to the new process mining feature structure.",Naman Agarwal,backend/src/{domains => features/process_mining}/datasets/__init__.py,0,0,0,py
0186ec1,"refactor: Migrate core datasets, analysis, and admin functionality to the new process mining feature structure.",Naman Agarwal,backend/src/{domains => features/process_mining}/datasets/api/__init__.py,5,5,0,py
0186ec1,"refactor: Migrate core datasets, analysis, and admin functionality to the new process mining feature structure.",Naman Agarwal,backend/src/{domains => features/process_mining}/datasets/api/crud.py,3,3,0,py
0186ec1,"refactor: Migrate core datasets, analysis, and admin functionality to the new process mining feature structure.",Naman Agarwal,backend/src/{domains => features/process_mining}/datasets/api/export.py,3,3,0,py
0186ec1,"refactor: Migrate core datasets, analysis, and admin functionality to the new process mining feature structure.",Naman Agarwal,backend/src/{domains => features/process_mining}/datasets/api/ingestion.py,3,3,0,py
0186ec1,"refactor: Migrate core datasets, analysis, and admin functionality to the new process mining feature structure.",Naman Agarwal,backend/src/{domains => features/process_mining}/datasets/api/mapping.py,4,4,0,py
0186ec1,"refactor: Migrate core datasets, analysis, and admin functionality to the new process mining feature structure.",Naman Agarwal,backend/src/{domains => features/process_mining}/datasets/api/upload.py,2,2,0,py
0186ec1,"refactor: Migrate core datasets, analysis, and admin functionality to the new process mining feature structure.",Naman Agarwal,backend/src/{domains => features/process_mining}/datasets/models/__init__.py,3,3,0,py
0186ec1,"refactor: Migrate core datasets, analysis, and admin functionality to the new process mining feature structure.",Naman Agarwal,backend/src/{domains => features/process_mining}/datasets/models/dataset.py,0,0,0,py
0186ec1,"refactor: Migrate core datasets, analysis, and admin functionality to the new process mining feature structure.",Naman Agarwal,backend/src/{domains => features/process_mining}/datasets/models/enums.py,0,0,0,py
0186ec1,"refactor: Migrate core datasets, analysis, and admin functionality to the new process mining feature structure.",Naman Agarwal,backend/src/{domains => features/process_mining}/datasets/models/uploaded_file.py,1,1,0,py
0186ec1,"refactor: Migrate core datasets, analysis, and admin functionality to the new process mining feature structure.",Naman Agarwal,backend/src/{domains => features/process_mining}/datasets/schemas/__init__.py,1,1,0,py
0186ec1,"refactor: Migrate core datasets, analysis, and admin functionality to the new process mining feature structure.",Naman Agarwal,backend/src/{domains => features/process_mining}/datasets/schemas/dataset.py,0,0,0,py
0186ec1,"refactor: Migrate core datasets, analysis, and admin functionality to the new process mining feature structure.",Naman Agarwal,backend/src/{domains => features/process_mining}/datasets/services/__init__.py,0,0,0,py
0186ec1,"refactor: Migrate core datasets, analysis, and admin functionality to the new process mining feature structure.",Naman Agarwal,backend/src/{domains => features/process_mining}/datasets/services/ingestion/__init__.py,0,0,0,py
0186ec1,"refactor: Migrate core datasets, analysis, and admin functionality to the new process mining feature structure.",Naman Agarwal,backend/src/{domains => features/process_mining}/datasets/services/ingestion/duckdb.py,0,0,0,py
0186ec1,"refactor: Migrate core datasets, analysis, and admin functionality to the new process mining feature structure.",Naman Agarwal,backend/src/{domains => features/process_mining}/datasets/services/ingestion/duckdb_parser.py,0,0,0,py
0186ec1,"refactor: Migrate core datasets, analysis, and admin functionality to the new process mining feature structure.",Naman Agarwal,backend/src/{domains => features/process_mining}/datasets/services/ingestion/migration/__init__.py,0,0,0,py
0186ec1,"refactor: Migrate core datasets, analysis, and admin functionality to the new process mining feature structure.",Naman Agarwal,backend/src/{domains => features/process_mining}/datasets/services/ingestion/migration/pickle_migration.py,0,0,0,py
0186ec1,"refactor: Migrate core datasets, analysis, and admin functionality to the new process mining feature structure.",Naman Agarwal,backend/src/{domains => features/process_mining}/datasets/services/ingestion/service.py,0,0,0,py
0186ec1,"refactor: Migrate core datasets, analysis, and admin functionality to the new process mining feature structure.",Naman Agarwal,backend/src/{domains => features/process_mining}/datasets/services/ingestion/stream.py,0,0,0,py
0186ec1,"refactor: Migrate core datasets, analysis, and admin functionality to the new process mining feature structure.",Naman Agarwal,backend/src/{domains => features/process_mining}/datasets/services/ingestion/unified.py,0,0,0,py
0186ec1,"refactor: Migrate core datasets, analysis, and admin functionality to the new process mining feature structure.",Naman Agarwal,backend/src/{domains => features/process_mining}/datasets/tasks/__init__.py,0,0,0,py
0186ec1,"refactor: Migrate core datasets, analysis, and admin functionality to the new process mining feature structure.",Naman Agarwal,backend/src/features/process_mining/models/__init__.py,103,10,93,py
0186ec1,"refactor: Migrate core datasets, analysis, and admin functionality to the new process mining feature structure.",Naman Agarwal,backend/src/features/process_mining/statistics/__init__.py,5,0,5,py
0186ec1,"refactor: Migrate core datasets, analysis, and admin functionality to the new process mining feature structure.",Naman Agarwal,backend/src/{domains/analysis/api/statistics.py => features/process_mining/statistics/router.py},0,0,0,py}
0186ec1,"refactor: Migrate core datasets, analysis, and admin functionality to the new process mining feature structure.",Naman Agarwal,backend/src/platform/users/services/__init__.py,24,0,24,py
0186ec1,"refactor: Migrate core datasets, analysis, and admin functionality to the new process mining feature structure.",Naman Agarwal,backend/src/{domains/admin => platform/users}/services/authorization.py,0,0,0,py
0186ec1,"refactor: Migrate core datasets, analysis, and admin functionality to the new process mining feature structure.",Naman Agarwal,backend/src/platform/workspaces/authorization.py,2,7,-5,py
06eb052,"feat: Introduce new user and organization management, refactor process mining models, and add frontend API generation.",Naman Agarwal,backend/Makefile,34,0,34,no_extension
06eb052,"feat: Introduce new user and organization management, refactor process mining models, and add frontend API generation.",Naman Agarwal,backend/scripts/migrate_workflows_to_dags.py,500,0,500,py
06eb052,"feat: Introduce new user and organization management, refactor process mining models, and add frontend API generation.",Naman Agarwal,backend/src/api/routers/__init__.py,38,42,-4,py
06eb052,"feat: Introduce new user and organization management, refactor process mining models, and add frontend API generation.",Naman Agarwal,backend/src/domains/__init__.py,2,12,-10,py
06eb052,"feat: Introduce new user and organization management, refactor process mining models, and add frontend API generation.",Naman Agarwal,backend/src/features/process_mining/api/__init__.py,1,2,-1,py
06eb052,"feat: Introduce new user and organization management, refactor process mining models, and add frontend API generation.",Naman Agarwal,backend/src/features/process_mining/models/__init__.py,11,107,-96,py
06eb052,"feat: Introduce new user and organization management, refactor process mining models, and add frontend API generation.",Naman Agarwal,backend/src/features/process_mining/models/analysis.py,81,15,66,py
06eb052,"feat: Introduce new user and organization management, refactor process mining models, and add frontend API generation.",Naman Agarwal,backend/src/features/process_mining/models/analysis_enums.py,25,0,25,py
06eb052,"feat: Introduce new user and organization management, refactor process mining models, and add frontend API generation.",Naman Agarwal,backend/src/features/process_mining/models/analysis_models.py,84,0,84,py
06eb052,"feat: Introduce new user and organization management, refactor process mining models, and add frontend API generation.",Naman Agarwal,backend/src/features/process_mining/models/dataset.py,215,19,196,py
06eb052,"feat: Introduce new user and organization management, refactor process mining models, and add frontend API generation.",Naman Agarwal,backend/src/features/process_mining/models/enums.py,33,11,22,py
06eb052,"feat: Introduce new user and organization management, refactor process mining models, and add frontend API generation.",Naman Agarwal,backend/src/features/process_mining/models/events.py,79,9,70,py
06eb052,"feat: Introduce new user and organization management, refactor process mining models, and add frontend API generation.",Naman Agarwal,backend/src/features/process_mining/models/events_models.py,83,0,83,py
06eb052,"feat: Introduce new user and organization management, refactor process mining models, and add frontend API generation.",Naman Agarwal,backend/src/features/process_mining/models/process_model.py,86,15,71,py
06eb052,"feat: Introduce new user and organization management, refactor process mining models, and add frontend API generation.",Naman Agarwal,backend/src/features/process_mining/models/process_model_models.py,89,0,89,py
06eb052,"feat: Introduce new user and organization management, refactor process mining models, and add frontend API generation.",Naman Agarwal,backend/src/features/process_mining/models/uploaded_file.py,35,0,35,py
06eb052,"feat: Introduce new user and organization management, refactor process mining models, and add frontend API generation.",Naman Agarwal,backend/src/features/process_mining/models/workflow.py,0,55,-55,py
06eb052,"feat: Introduce new user and organization management, refactor process mining models, and add frontend API generation.",Naman Agarwal,backend/src/features/process_mining/schemas/analysis.py,8,9,-1,py
06eb052,"feat: Introduce new user and organization management, refactor process mining models, and add frontend API generation.",Naman Agarwal,backend/src/features/process_mining/schemas/workflows.py,56,66,-10,py
06eb052,"feat: Introduce new user and organization management, refactor process mining models, and add frontend API generation.",Naman Agarwal,backend/src/features/process_mining/services/workflow.py,0,22,-22,py
06eb052,"feat: Introduce new user and organization management, refactor process mining models, and add frontend API generation.",Naman Agarwal,backend/src/features/process_mining/workflows/__init__.py,5,11,-6,py
06eb052,"feat: Introduce new user and organization management, refactor process mining models, and add frontend API generation.",Naman Agarwal,backend/src/features/process_mining/workflows/router.py,114,127,-13,py
06eb052,"feat: Introduce new user and organization management, refactor process mining models, and add frontend API generation.",Naman Agarwal,backend/src/features/process_mining/workflows/service.py,0,90,-90,py
06eb052,"feat: Introduce new user and organization management, refactor process mining models, and add frontend API generation.",Naman Agarwal,backend/src/platform/dag/router.py,33,20,13,py
06eb052,"feat: Introduce new user and organization management, refactor process mining models, and add frontend API generation.",Naman Agarwal,backend/src/platform/models.py,2,2,0,py
06eb052,"feat: Introduce new user and organization management, refactor process mining models, and add frontend API generation.",Naman Agarwal,backend/src/platform/schemas.py,3,7,-4,py
06eb052,"feat: Introduce new user and organization management, refactor process mining models, and add frontend API generation.",Naman Agarwal,backend/src/platform/users/__init__.py,17,0,17,py
06eb052,"feat: Introduce new user and organization management, refactor process mining models, and add frontend API generation.",Naman Agarwal,backend/src/platform/users/api/__init__.py,16,0,16,py
06eb052,"feat: Introduce new user and organization management, refactor process mining models, and add frontend API generation.",Naman Agarwal,backend/src/platform/users/api/auth.py,661,0,661,py
06eb052,"feat: Introduce new user and organization management, refactor process mining models, and add frontend API generation.",Naman Agarwal,backend/src/platform/users/api/organizations.py,452,0,452,py
06eb052,"feat: Introduce new user and organization management, refactor process mining models, and add frontend API generation.",Naman Agarwal,backend/src/platform/users/api/projects.py,505,0,505,py
06eb052,"feat: Introduce new user and organization management, refactor process mining models, and add frontend API generation.",Naman Agarwal,backend/src/platform/users/api/workspaces.py,645,0,645,py
06eb052,"feat: Introduce new user and organization management, refactor process mining models, and add frontend API generation.",Naman Agarwal,backend/src/platform/users/models.py,219,5,214,py
06eb052,"feat: Introduce new user and organization management, refactor process mining models, and add frontend API generation.",Naman Agarwal,backend/src/platform/users/organization.py,42,0,42,py
06eb052,"feat: Introduce new user and organization management, refactor process mining models, and add frontend API generation.",Naman Agarwal,backend/src/platform/users/project.py,42,0,42,py
06eb052,"feat: Introduce new user and organization management, refactor process mining models, and add frontend API generation.",Naman Agarwal,backend/src/platform/users/schemas/__init__.py,38,0,38,py
06eb052,"feat: Introduce new user and organization management, refactor process mining models, and add frontend API generation.",Naman Agarwal,backend/src/platform/users/schemas/schemas.py,192,0,192,py
06eb052,"feat: Introduce new user and organization management, refactor process mining models, and add frontend API generation.",Naman Agarwal,backend/src/platform/users/user.py,45,0,45,py
06eb052,"feat: Introduce new user and organization management, refactor process mining models, and add frontend API generation.",Naman Agarwal,backend/src/platform/users/workspace.py,67,0,67,py
06eb052,"feat: Introduce new user and organization management, refactor process mining models, and add frontend API generation.",Naman Agarwal,backend/src/shared/__init__.py,4,0,4,py
06eb052,"feat: Introduce new user and organization management, refactor process mining models, and add frontend API generation.",Naman Agarwal,backend/src/shared/base_schemas.py,44,0,44,py
06eb052,"feat: Introduce new user and organization management, refactor process mining models, and add frontend API generation.",Naman Agarwal,backend/src/shared/container.py,5,5,0,py
06eb052,"feat: Introduce new user and organization management, refactor process mining models, and add frontend API generation.",Naman Agarwal,backend/src/shared/repositories.py,18,16,2,py
06eb052,"feat: Introduce new user and organization management, refactor process mining models, and add frontend API generation.",Naman Agarwal,frontend-new/libs/api-hooks/src/axios-instance.ts,70,0,70,ts
06eb052,"feat: Introduce new user and organization management, refactor process mining models, and add frontend API generation.",Naman Agarwal,frontend-new/libs/api-hooks/src/index.ts,23,0,23,ts
06eb052,"feat: Introduce new user and organization management, refactor process mining models, and add frontend API generation.",Naman Agarwal,frontend-new/orval.config.ts,41,0,41,ts
06eb052,"feat: Introduce new user and organization management, refactor process mining models, and add frontend API generation.",Naman Agarwal,frontend-new/package.json,4,1,3,json
152b4b3,feat: Add DAG workflow orchestration API endpoints and tests.,Naman Agarwal,backend/src/api/main.py,6,0,6,py
152b4b3,feat: Add DAG workflow orchestration API endpoints and tests.,Naman Agarwal,backend/src/api/routers/__init__.py,2,0,2,py
152b4b3,feat: Add DAG workflow orchestration API endpoints and tests.,Naman Agarwal,backend/src/platform/dag/__init__.py,3,0,3,py
152b4b3,feat: Add DAG workflow orchestration API endpoints and tests.,Naman Agarwal,backend/src/platform/dag/router.py,511,0,511,py
152b4b3,feat: Add DAG workflow orchestration API endpoints and tests.,Naman Agarwal,backend/tests/api/test_dags.py,266,0,266,py
